year,importer1,importer2,flow1
2017,Packards Corner,Brandon Hall,0
2017,Shawmut,Science Park,4
2017,Malden Center,Back of the Hill,5
2017,Packards Corner,Brookline Hills,3
2017,Brookline Hills,Beaconsfield,103
2017,Washington Square,Arlington,167
2017,Science Park,Dean Road,6
2017,Fairbanks Street,Green Street,0
2017,Jackson Square,Shawmut,89
2017,Andrew,Andrew,4
2017,Milton,Central,5
2017,Kent Street,Copley,178
2017,State Street,Courthouse,6
2017,Andrew,Cleveland Circle,7
2017,Aquarium,Kendall/MIT,148
2017,Chestnut Hill,Wonderland,35
2017,Warren Street,Chiswick Road,68
2017,Babcock Street,Airport,34
2017,Park Street,Kent Street,161
2017,Dean Road,Science Park,5
2017,Courthouse,Coolidge Corner,17
2017,Harvard Ave.,Back of the Hill,0
2017,Roxbury Crossing,Maverick,454
2017,Harvard Ave.,Heath Street,1
2017,Saint Paul Street,North Station,189
2017,Valley Road,JFK/Umass,22
2017,Massachusetts Ave.,Mattapan,37
2017,Allston Street,Riverway,0
2017,Boylston,Charles/MGH,151
2017,Cleveland Circle,Fairbanks Street,17
2017,Tappan Street,Longwood Medical Area,0
2017,Reservoir,Brookline Village,342
2017,Saint Mary Street,Park Street,444
2017,Capen Street,Stony Brook,0
2017,Griggs Street,Ashmont,11
2017,North Quincy,Allston Street,16
2017,Newton Centre,Sutherland Road,1
2017,Maverick,Blandford Street,13
2017,Downtown Crossing,Downtown Crossing,4
2017,Longwood Medical Area,Fenway,3
2017,Chinatown,Orient Heights,205
2017,Massachusetts Ave.,Quincy Center,191
2017,Aquarium,Lechmere,116
2017,Maverick,Brandon Hall,1
2017,Babcock Street,Boylston,320
2017,Government Center,Hynes Convention Center,1413
2017,Kenmore,Jackson Square,78
2017,Valley Road,Copley,0
2017,Symphony,Warren Street,3
2017,Saint Paul Street,South Station,123
2017,Riverside,Newton Highlands,120
2017,Community College,Northeastern University,14
2017,South Street,Savin Hill,0
2017,Sutherland Road,Broadway,10
2017,Quincy Adams,Shawmut,37
2017,Woodland,Chestnut Hill,60
2017,Griggs Street,Courthouse,4
2017,Park Street,Stony Brook,173
2017,Ashmont,Beaconsfield,16
2017,Cleveland Circle,Prudential,30
2017,Wollaston,Brigham Circle,69
2017,Charles/MGH,Porter,2660
2017,Beaconsfield,Andrew,6
2017,Malden Center,Tappan Street,13
2017,Revere Beach,Kendall/MIT,256
2017,Science Park,Chestnut Hill Ave.,1
2017,Wollaston,Museum of Fine Arts,43
2017,Brookline Hills,Boston Univ. East,0
2017,Kent Street,Chiswick Road,1
2017,Summit Ave.,North Quincy,23
2017,Alewife,Assembly,65
2017,State Street,Community College,1236
2017,Orient Heights,Stony Brook,50
2017,Jackson Square,North Station,843
2017,Assembly,Hynes Convention Center,92
2017,Roxbury Crossing,Braintree,24
2017,Brookline Village,Saint Mary Street,0
2017,Englewood Ave.,Reservoir,0
2017,Dean Road,Quincy Center,1
2017,Sullivan Square,Malden Center,1129
2017,Science Park,Saint Mary Street,16
2017,Back of the Hill,Maverick,2
2017,Lechmere,Fenway,72
2017,Washington Square,Kendall/MIT,62
2017,Boston Univ. East,Symphony,11
2017,Ashmont,Englewood Ave.,4
2017,Washington Square,Symphony,9
2017,Wollaston,Wood Island,16
2017,Brookline Village,Community College,46
2017,Central,Hynes Convention Center,715
2017,Downtown Crossing,Brigham Circle,79
2017,Boston Univ. Central,Broadway,23
2017,Boylston,Longwood,284
2017,Boston College,Broadway,10
2017,Brookline Village,Washington Street,6
2017,Maverick,Sullivan Square,709
2017,Englewood Ave.,Fenwood Road,1
2017,Museum of Fine Arts,Park Street,809
2017,South Street,Pleasant Street,14
2017,Forest Hills,Heath Street,34
2017,Shawmut,Beachmont,1
2017,Brookline Hills,Park Street,534
2017,Forest Hills,Mattapan,288
2017,Brookline Village,Valley Road,0
2017,Hynes Convention Center,Assembly,78
2017,Massachusetts Ave.,Hawes Street,1
2017,Eliot,Wellington,6
2017,Davis,Fairbanks Street,11
2017,Washington Street,Woodland,12
2017,Broadway,Broadway,11
2017,Quincy Adams,North Quincy,488
2017,Ruggles,Harvard Ave.,48
2017,Quincy Center,Oak Grove,90
2017,Boston College,Brigham Circle,0
2017,Lechmere,Boston Univ. West,21
2017,Washington Square,Beachmont,8
2017,Jackson Square,Alewife,127
2017,Malden Center,Kent Street,13
2017,Harvard,Ruggles,551
2017,Mattapan,Roxbury Crossing,55
2017,Mission Park,Braintree,5
2017,North Quincy,Newton Highlands,16
2017,Babcock Street,Porter,22
2017,Kent Street,Central,18
2017,State Street,Brookline Village,15
2017,State Street,Wollaston,83
2017,Wellington,Alewife,116
2017,Woodland,Arlington,124
2017,Tappan Street,Woodland,3
2017,Kent Street,Central Ave.,0
2017,Savin Hill,Sullivan Square,116
2017,Mission Park,Chinatown,1
2017,Blandford Street,Woodland,9
2017,Museum of Fine Arts,Government Center,379
2017,Shawmut,Jackson Square,31
2017,Mattapan,Suffolk Downs,1
2017,Haymarket,Boston Univ. Central,53
2017,Central,Boston Univ. Central,56
2017,Prudential,Aquarium,196
2017,Kent Street,Fairbanks Street,18
2017,Waban,Airport,9
2017,Lechmere,Stony Brook,153
2017,Sullivan Square,Wood Island,136
2017,Boston College,Revere Beach,3
2017,Wellington,Summit Ave.,10
2017,Mattapan,Central,10
2017,Kent Street,Wellington,7
2017,Tappan Street,Orient Heights,6
2017,Prudential,Quincy Center,198
2017,Suffolk Downs,Woodland,2
2017,Broadway,Davis,782
2017,Fenwood Road,Park Street,174
2017,Coolidge Corner,Brandon Hall,60
2017,Fenway,Chinatown,1
2017,Downtown Crossing,Massachusetts Ave.,2782
2017,Quincy Adams,Stony Brook,29
2017,World Trade Center,Fields Corner,163
2017,Englewood Ave.,Symphony,10
2017,Government Center,Brandon Hall,93
2017,Maverick,Boston College,5
2017,Charles/MGH,Malden Center,329
2017,State Street,Tappan Street,7
2017,Cleveland Circle,Harvard Ave.,4
2017,Hynes Convention Center,Hynes Convention Center,11
2017,Community College,Green Street,212
2017,Haymarket,Fairbanks Street,46
2017,Broadway,Central Ave.,1
2017,Roxbury Crossing,Warren Street,20
2017,Englewood Ave.,Forest Hills,0
2017,Riverside,Brookline Village,416
2017,Lechmere,Quincy Adams,73
2017,Park Street,Braintree,2535
2017,Braintree,Assembly,63
2017,Copley,Lechmere,1261
2017,Riverside,North Quincy,44
2017,Butler,Fields Corner,8
2017,Wollaston,Fenwood Road,9
2017,Shawmut,Wonderland,27
2017,Museum of Fine Arts,North Station,417
2017,Malden Center,Kenmore,648
2017,Babcock Street,Boston Univ. East,286
2017,Harvard,Heath Street,40
2017,North Station,Braintree,491
2017,Braintree,North Quincy,575
2017,Government Center,Fenwood Road,44
2017,Brigham Circle,Boston Univ. East,3
2017,Arlington,Babcock Street,126
2017,JFK/Umass,Courthouse,123
2017,Chestnut Hill,Mission Park,0
2017,Wood Island,Woodland,6
2017,Beachmont,Chinatown,167
2017,Sutherland Road,Davis,6
2017,North Station,Washington Street,66
2017,Revere Beach,Fairbanks Street,11
2017,Airport,Community College,891
2017,Airport,Longwood,34
2017,Brookline Village,Haymarket,135
2017,Ashmont,Riverway,10
2017,JFK/Umass,Newton Highlands,43
2017,Symphony,Symphony,0
2017,Assembly,Longwood,5
2017,Haymarket,Braintree,313
2017,Chestnut Hill,Government Center,433
2017,Brandon Hall,Englewood Ave.,15
2017,Hynes Convention Center,Harvard Ave.,1957
2017,Fairbanks Street,Malden Center,4
2017,Charles/MGH,Green Street,230
2017,Roxbury Crossing,Saint Paul Street,10
2017,Brookline Hills,Airport,40
2017,Prudential,Beachmont,194
2017,Cleveland Circle,Lechmere,7
2017,Beaconsfield,Fairbanks Street,0
2017,Alewife,Copley,1103
2017,Hynes Convention Center,Bowdoin,1
2017,Massachusetts Ave.,Wollaston,150
2017,Chiswick Road,Fenwood Road,0
2017,Blandford Street,Park Street,238
2017,Revere Beach,Beaconsfield,3
2017,Haymarket,Englewood Ave.,96
2017,Downtown Crossing,Fairbanks Street,13
2017,Heath Street,Newton Highlands,0
2017,Summit Ave.,Cleveland Circle,144
2017,Sutherland Road,Back of the Hill,0
2017,Ashmont,Woodland,26
2017,Heath Street,Back Bay,15
2017,Blandford Street,Pleasant Street,202
2017,Fenway,Sutherland Road,6
2017,Alewife,Harvard,6119
2017,Milton,Quincy Center,0
2017,Longwood,Boston Univ. West,3
2017,Downtown Crossing,Boston Univ. Central,20
2017,Quincy Adams,Davis,144
2017,Haymarket,Boston Univ. West,38
2017,Museum of Fine Arts,Sutherland Road,5
2017,Fenwood Road,Symphony,72
2017,Babcock Street,Dean Road,0
2017,Brandon Hall,Cleveland Circle,13
2017,Longwood Medical Area,Boylston,570
2017,Kenmore,Chestnut Hill,225
2017,Mission Park,Harvard Ave.,11
2017,Griggs Street,Park Street,622
2017,Chestnut Hill,Washington Square,13
2017,Warren Street,Park Street,753
2017,Pleasant Street,Assembly,0
2017,Alewife,Beachmont,19
2017,Valley Road,Stony Brook,0
2017,Oak Grove,Braintree,18
2017,Forest Hills,North Station,1707
2017,Beaconsfield,Babcock Street,3
2017,Waban,North Quincy,2
2017,Babcock Street,Broadway,19
2017,Stony Brook,Boston Univ. East,10
2017,Newton Highlands,Harvard,61
2017,Cleveland Circle,Kenmore,123
2017,Hynes Convention Center,Mattapan,4
2017,Community College,Tappan Street,7
2017,Saint Mary Street,Green Street,4
2017,Assembly,Griggs Street,2
2017,North Station,Longwood Medical Area,621
2017,Wood Island,Park Street,128
2017,Fields Corner,Wellington,131
2017,Hynes Convention Center,Sullivan Square,257
2017,Summit Ave.,Orient Heights,11
2017,Forest Hills,Wonderland,154
2017,Forest Hills,Coolidge Corner,42
2017,Central,Tufts Medical Center,323
2017,Wollaston,Boston Univ. West,12
2017,Packards Corner,Orient Heights,13
2017,Mission Park,Ashmont,12
2017,State Street,Dean Road,5
2017,Northeastern University,Roxbury Crossing,3
2017,Back Bay,Maverick,1591
2017,Maverick,Chiswick Road,3
2017,Back of the Hill,Brigham Circle,31
2017,Charles/MGH,Beachmont,38
2017,Fenway,Savin Hill,28
2017,Woodland,Braintree,3
2017,Back Bay,Beaconsfield,9
2017,Longwood,Waban,137
2017,Davis,Revere Beach,106
2017,Newton Highlands,Sullivan Square,25
2017,Ashmont,Packards Corner,19
2017,Shawmut,Fields Corner,330
2017,Summit Ave.,Northeastern University,13
2017,Wollaston,Charles/MGH,1121
2017,Broadway,Harvard Ave.,64
2017,Roxbury Crossing,Green Street,619
2017,Central,Englewood Ave.,19
2017,Kenmore,State Street,5
2017,North Quincy,JFK/Umass,1901
2017,Andrew,Courthouse,122
2017,JFK/Umass,Boston Univ. Central,42
2017,Saint Paul Street,Fairbanks Street,18
2017,Newton Centre,Forest Hills,40
2017,Packards Corner,Kenmore,476
2017,Broadway,Science Park,12
2017,Mission Park,Sullivan Square,16
2017,Hawes Street,Malden Center,9
2017,Sutherland Road,Warren Street,56
2017,Summit Ave.,Dean Road,61
2017,Park Street,Porter,4279
2017,Packards Corner,Shawmut,12
2017,Haymarket,Brandon Hall,42
2017,Orient Heights,Harvard,402
2017,Chinatown,Wollaston,155
2017,Andrew,Babcock Street,37
2017,South Street,South Street,3
2017,Babcock Street,Tappan Street,1
2017,Tappan Street,Quincy Adams,3
2017,Quincy Center,Suffolk Downs,17
2017,South Station,Cleveland Circle,37
2017,South Station,Boston Univ. East,62
2017,Chinatown,Northeastern University,15
2017,Prudential,Government Center,1108
2017,Chinatown,Alewife,113
2017,Brookline Village,Park Street,679
2017,Coolidge Corner,Saint Mary Street,628
2017,Washington Square,Boston Univ. West,0
2017,Kendall/MIT,Forest Hills,532
2017,Wellington,Lechmere,20
2017,Arlington,Fenwood Road,49
2017,Forest Hills,Prudential,5
2017,Community College,Blandford Street,5
2017,Back Bay,Central,717
2017,Stony Brook,Fenway,14
2017,Boylston,Kendall/MIT,343
2017,Hawes Street,Pleasant Street,0
2017,Woodland,Prudential,6
2017,Government Center,Boston Univ. Central,70
2017,North Quincy,Griggs Street,9
2017,Massachusetts Ave.,Sullivan Square,751
2017,Wood Island,Prudential,54
2017,Boston Univ. East,Fields Corner,9
2017,Malden Center,Boston Univ. East,30
2017,Hawes Street,Porter,6
2017,Haymarket,Bowdoin,0
2017,Dean Road,Northeastern University,12
2017,Central,Central,7
2017,Chestnut Hill Ave.,Brookline Hills,4
2017,Quincy Center,Northeastern University,47
2017,Broadway,Quincy Adams,587
2017,Brookline Village,Sullivan Square,20
2017,Mission Park,Forest Hills,0
2017,Brookline Hills,Riverside,97
2017,Maverick,Longwood,63
2017,Waban,Fields Corner,0
2017,Heath Street,Babcock Street,3
2017,Saint Paul Street,Cleveland Circle,34
2017,Reservoir,Blandford Street,7
2017,Shawmut,Prudential,70
2017,Malden Center,Reservoir,32
2017,Waban,Wonderland,3
2017,Quincy Center,Woodland,19
2017,Allston Street,Wollaston,4
2017,Ashmont,Fenway,132
2017,Babcock Street,Andrew,34
2017,Aquarium,Fairbanks Street,10
2017,Lechmere,Blandford Street,22
2017,Jackson Square,Porter,112
2017,Riverway,Davis,6
2017,Boston Univ. Central,Assembly,14
2017,Quincy Adams,Haymarket,416
2017,Brandon Hall,Lechmere,3
2017,Pleasant Street,Brandon Hall,0
2017,Downtown Crossing,Revere Beach,323
2017,World Trade Center,Andrew,119
2017,Airport,Braintree,50
2017,Central,Assembly,172
2017,Green Street,Aquarium,28
2017,Revere Beach,Revere Beach,7
2017,JFK/Umass,Copley,1284
2017,Riverway,Museum of Fine Arts,70
2017,Englewood Ave.,Brookline Hills,1
2017,Massachusetts Ave.,Newton Centre,5
2017,Quincy Center,Fields Corner,479
2017,Boston Univ. Central,Maverick,50
2017,Haymarket,Malden Center,2446
2017,Symphony,North Station,434
2017,Back Bay,Back Bay,4
2017,Fenwood Road,Tappan Street,0
2017,Ruggles,Waban,1
2017,Hawes Street,Packards Corner,0
2017,Downtown Crossing,Forest Hills,3770
2017,Washington Street,Fenway,0
2017,Porter,Tufts Medical Center,134
2017,Symphony,Chiswick Road,4
2017,Boston Univ. Central,Haymarket,94
2017,Wood Island,Central,162
2017,Beaconsfield,Forest Hills,17
2017,JFK/Umass,Dean Road,8
2017,Central,Fields Corner,765
2017,Bowdoin,Pleasant Street,1
2017,Brigham Circle,North Quincy,77
2017,Green Street,Downtown Crossing,2467
2017,Central Ave.,Ashmont,63
2017,Assembly,Reservoir,12
2017,South Street,Back Bay,2
2017,Copley,Heath Street,162
2017,Prudential,Cleveland Circle,1
2017,North Quincy,Quincy Adams,437
2017,Jackson Square,Roxbury Crossing,1067
2017,Brandon Hall,Hawes Street,4
2017,Arlington,Chestnut Hill,158
2017,Roxbury Crossing,Tappan Street,1
2017,Alewife,Newton Centre,13
2017,Mattapan,Washington Street,0
2017,Community College,Heath Street,7
2017,Mattapan,Revere Beach,1
2017,Mattapan,Copley,4
2017,Pleasant Street,Fields Corner,21
2017,Milton,Park Street,0
2017,Riverway,Boylston,111
2017,Malden Center,Brigham Circle,125
2017,Valley Road,South Station,11
2017,Longwood Medical Area,Ashmont,97
2017,Summit Ave.,Green Street,0
2017,Ashmont,Savin Hill,1033
2017,Fairbanks Street,South Station,49
2017,Assembly,Airport,227
2017,Saint Paul Street,Hynes Convention Center,587
2017,Dean Road,Boston Univ. West,0
2017,Hynes Convention Center,Maverick,796
2017,Stony Brook,Orient Heights,50
2017,Newton Highlands,Braintree,2
2017,Assembly,Newton Highlands,6
2017,Boston Univ. Central,Riverway,0
2017,Assembly,World Trade Center,23
2017,JFK/Umass,Forest Hills,532
2017,Mission Park,Green Street,1
2017,Butler,Community College,0
2017,Hawes Street,Stony Brook,3
2017,Packards Corner,Reservoir,6
2017,Arlington,Riverway,63
2017,Copley,Allston Street,497
2017,Revere Beach,Arlington,383
2017,Sutherland Road,Prudential,3
2017,Tufts Medical Center,Englewood Ave.,4
2017,Forest Hills,Fairbanks Street,4
2017,Brandon Hall,Wellington,0
2017,Courthouse,JFK/Umass,129
2017,Wellington,World Trade Center,103
2017,Brookline Village,Government Center,544
2017,Babcock Street,Quincy Adams,14
2017,Kenmore,Boston Univ. West,193
2017,Brookline Village,Forest Hills,19
2017,Beachmont,Washington Square,8
2017,Courthouse,Saint Mary Street,12
2017,Babcock Street,Kent Street,0
2017,Shawmut,Malden Center,60
2017,Massachusetts Ave.,Reservoir,6
2017,Davis,Mission Park,21
2017,Summit Ave.,Community College,3
2017,Chiswick Road,Copley,208
2017,Boston College,Oak Grove,3
2017,Fenway,Washington Street,16
2017,Fenwood Road,Porter,7
2017,Boston Univ. East,Northeastern University,14
2017,Blandford Street,Washington Street,165
2017,Davis,Arlington,1047
2017,Stony Brook,Arlington,9
2017,Stony Brook,Forest Hills,596
2017,Arlington,South Station,660
2017,Packards Corner,Chiswick Road,220
2017,Fields Corner,Stony Brook,50
2017,Pleasant Street,Central Ave.,0
2017,Boston Univ. West,Mattapan,3
2017,Boston Univ. East,Central,39
2017,Porter,State Street,123
2017,Valley Road,Quincy Center,0
2017,Harvard Ave.,Washington Street,557
2017,Broadway,Griggs Street,16
2017,Roxbury Crossing,Haymarket,800
2017,Fairbanks Street,Jackson Square,1
2017,Davis,Ashmont,288
2017,Airport,Roxbury Crossing,489
2017,Kendall/MIT,Fields Corner,691
2017,World Trade Center,Central Ave.,1
2017,Downtown Crossing,Courthouse,156
2017,State Street,Northeastern University,43
2017,Sullivan Square,Tappan Street,2
2017,Longwood,Porter,72
2017,Porter,Symphony,110
2017,Tufts Medical Center,Arlington,6
2017,Woodland,Hynes Convention Center,257
2017,Wonderland,Newton Centre,21
2017,Stony Brook,Dean Road,1
2017,Savin Hill,Northeastern University,15
2017,Blandford Street,North Quincy,26
2017,Central,Community College,458
2017,South Street,South Station,26
2017,Allston Street,Museum of Fine Arts,7
2017,Pleasant Street,North Quincy,11
2017,Blandford Street,Savin Hill,7
2017,Allston Street,South Street,34
2017,Dean Road,Forest Hills,0
2017,Chestnut Hill Ave.,Harvard Ave.,278
2017,Hynes Convention Center,Kent Street,100
2017,Saint Mary Street,Haymarket,180
2017,Aquarium,Woodland,7
2017,Babcock Street,North Quincy,20
2017,Bowdoin,Roxbury Crossing,14
2017,Braintree,State Street,69
2017,Broadway,Symphony,38
2017,Central Ave.,Copley,0
2017,Riverway,Pleasant Street,0
2017,Boston College,Airport,7
2017,JFK/Umass,Central,1817
2017,Blandford Street,Eliot,3
2017,Waban,Newton Centre,45
2017,Wood Island,North Quincy,31
2017,Arlington,Alewife,1050
2017,Ruggles,Arlington,5
2017,Eliot,Chestnut Hill,63
2017,Davis,Sullivan Square,252
2017,Heath Street,Eliot,0
2017,Broadway,Ashmont,932
2017,Museum of Fine Arts,Oak Grove,77
2017,Park Street,Newton Centre,646
2017,Jackson Square,Malden Center,243
2017,Suffolk Downs,Revere Beach,116
2017,Longwood,Central Ave.,0
2017,Englewood Ave.,Museum of Fine Arts,0
2017,Brookline Hills,Broadway,22
2017,Ruggles,Savin Hill,145
2017,Museum of Fine Arts,Harvard Ave.,24
2017,Jackson Square,Woodland,12
2017,JFK/Umass,Wonderland,289
2017,Allston Street,Charles/MGH,46
2017,Maverick,Washington Street,19
2017,North Quincy,Maverick,127
2017,Stony Brook,Assembly,94
2017,Porter,Chinatown,17
2017,Reservoir,Government Center,358
2017,Park Street,Science Park,268
2017,Alewife,Haymarket,765
2017,Ashmont,Cleveland Circle,1
2017,Jackson Square,Dean Road,2
2017,Government Center,Copley,2264
2017,Chestnut Hill Ave.,Blandford Street,39
